"region","prefecture","commune","canton","nom","categorie","est_public","a_terrain_sport","lon","lat"
"Centrale","Blitta","Blitta 1","Blitta","CEG Blitta-gare I","Collège",TRUE,TRUE,0.987276666666667,8.32646833333332
"Centrale","Blitta","Blitta 1","Blitta","JEP Blitta-nere","Préscolaire",FALSE,FALSE,0.984662276310275,8.3203300790867
"Centrale","Blitta","Blitta 1","Blitta","ITCS Blitta","Lycée",FALSE,FALSE,0.982731905262828,8.32733139000352
"Centrale","Blitta","Blitta 1","Blitta","EPP Kpawa Gb","Primaire",FALSE,FALSE,0.949791630082115,8.36488975877553
"Centrale","Blitta","Blitta 1","Blitta","EPC Blitta Gare Gb","Primaire",FALSE,FALSE,0.982416666666666,8.32685833333333
"Centrale","Blitta","Blitta 1","Blitta","JEP Kpawa Gb","Préscolaire",FALSE,FALSE,0.949834713877277,8.36468047341316
"Centrale","Blitta","Blitta 1","Blitta","JEC Blitta - Gare","Préscolaire",FALSE,FALSE,0.981928132652505,8.32717780132351
"Centrale","Blitta","Blitta 1","Yaloumbè","EPP Yaloumbe Losso","Primaire",TRUE,TRUE,1.06116864399361,8.32083257745807
"Centrale","Blitta","Blitta 1","Yaloumbè","EPP Defale Zongo","Primaire",FALSE,FALSE,1.0870422907454,8.29880957631312
"Centrale","Blitta","Blitta 1","Yaloumbè","JEP Yaloumbe Ga","Préscolaire",TRUE,FALSE,1.08087227297538,8.30542389908613
"Centrale","Blitta","Blitta 1","Yaloumbè","EPP Defale","Primaire",TRUE,TRUE,1.10391563863472,8.28483853953885
"Centrale","Blitta","Blitta 1","Yaloumbè","EPC Yaloumbe","Primaire",FALSE,FALSE,1.07516934891263,8.30670227555165
"Centrale","Blitta","Blitta 1","Yaloumbè","JEP Defale Zongo","Préscolaire",TRUE,FALSE,1.08718666819196,8.29884175648348
"Centrale","Blitta","Blitta 1","Yaloumbè","EPP Yaloumbe Zongo","Primaire",TRUE,TRUE,1.07672459845465,8.31280573639241
"Centrale","Blitta","Blitta 1","Yaloumbè","JEP Yaloumbe Zongo","Préscolaire",TRUE,FALSE,1.07655218076821,8.31344813153305
"Centrale","Blitta","Blitta 1","Yaloumbè","JEP Defale","Préscolaire",TRUE,FALSE,1.10331531350326,8.28512787994451
"Centrale","Blitta","Blitta 1","Yaloumbè","JEP Yaloumbe Gb","Préscolaire",TRUE,FALSE,1.07552294304573,8.29763287352421
"Centrale","Blitta","Blitta 1","Yaloumbè","Lycée Yaloumbe Lycée","Lycée",TRUE,FALSE,1.07444312269701,8.30825686561455
"Centrale","Blitta","Blitta 1","Yaloumbè","Lycée Yaloumbe College","Collège",TRUE,TRUE,1.07388853468902,8.308517530444
"Centrale","Blitta","Blitta 1","Yaloumbè","EPP Yaloumbe Gb","Primaire",TRUE,TRUE,1.07534065946607,8.29714847498664
"Centrale","Blitta","Blitta 1","Yaloumbè","EPP Yaloumbe Ga","Primaire",TRUE,TRUE,1.08058146472102,8.30488385980097
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Kazawai","Primaire",TRUE,FALSE,1.21580426326982,8.37981814687278
"Centrale","Blitta","Blitta 1","Tchaloudè","JEP Kazawai","Préscolaire",TRUE,FALSE,1.2157437122524,8.37991672778678
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Toule","Primaire",TRUE,TRUE,1.15035807102559,8.31386414443257
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Tchaloude-plateau Gb","Primaire",TRUE,FALSE,1.1144394641197,8.25220806927233
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Tchaloude Ga","Primaire",TRUE,TRUE,1.11911670693464,8.25766594831307
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Tchaloude Gb","Primaire",TRUE,TRUE,1.11940926511814,8.25710684817375
"Savanes","Tône","Tône 3","Warkambou","EPP Kolbigue","Primaire",TRUE,FALSE,-0.0550231895944108,10.7730731348891
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Tchaloude-plateau Ga","Primaire",TRUE,TRUE,1.11552976583661,8.25202281484773
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Kamboussa","Primaire",TRUE,TRUE,1.15748855296071,8.34889678080253
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Toulewayi","Primaire",TRUE,TRUE,1.15734030521108,8.31314793201614
"Centrale","Blitta","Blitta 1","Tchaloudè","JEP Tchaloude","Préscolaire",TRUE,FALSE,1.11885076094901,8.25758757850854
"Centrale","Blitta","Blitta 1","Tchaloudè","JEP Abidjade","Préscolaire",TRUE,FALSE,1.1382339066272,8.37130577797387
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Abidjade","Primaire",TRUE,TRUE,1.13807918509965,8.37078006176751
"Centrale","Blitta","Blitta 1","Tchaloudè","CEG Tchaloude","Collège",TRUE,TRUE,1.11448462721721,8.26079771470588
"Centrale","Blitta","Blitta 1","Tchaloudè","CEG Toule","Collège",TRUE,FALSE,1.15982833333333,8.32397166666667
"Centrale","Blitta","Blitta 1","Tchaloudè","EPL La Creativite Konada","Primaire",FALSE,FALSE,1.125115,8.24531333333334
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Kaza-cope","Primaire",TRUE,TRUE,1.11119666269874,8.27457715170986
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Nikiniki 2","Primaire",TRUE,FALSE,1.19291462866735,8.31093505933575
"Centrale","Blitta","Blitta 1","Tchaloudè","EPP Niki-niki 1","Primaire",TRUE,TRUE,1.18385564063493,8.34666685878352
"Centrale","Blitta","Blitta 1","Tchaloudè","JEP Tchaloude-plateau","Préscolaire",TRUE,FALSE,1.11556584466168,8.25192961703295
"Centrale","Blitta","Blitta 1","Tchaloudè","JEP Toule","Préscolaire",TRUE,TRUE,1.15024873994952,8.31433951538526
"Centrale","Blitta","Blitta 1","Tchaloudè","JEP Kaza-cope","Préscolaire",TRUE,FALSE,1.11069761825802,8.27459996589373
"Centrale","Blitta","Blitta 1","Tchaloudè","Lycée Agbandi","Lycée",TRUE,TRUE,1.12970713759426,8.23952508375834
"Centrale","Blitta","Blitta 1","Doufouli","EPP Djibita","Primaire",TRUE,FALSE,0.873621666666667,8.30395666666666
"Centrale","Blitta","Blitta 1","Doufouli","EPP Doufouli","Primaire",TRUE,TRUE,0.932694446235537,8.30787407211349
"Centrale","Blitta","Blitta 1","Doufouli","JEP Doufouli","Préscolaire",TRUE,FALSE,0.932864408166144,8.30803944307836
"Centrale","Blitta","Blitta 1","Doufouli","EPP Amalakle","Primaire",TRUE,FALSE,0.926640016883431,8.31883936631348
"Centrale","Blitta","Blitta 1","Doufouli","EPP Troukpan","Primaire",TRUE,TRUE,0.924086021082624,8.28262650130569
"Centrale","Blitta","Blitta 1","Doufouli","EPP Akoura","Primaire",TRUE,FALSE,0.892380181905371,8.25965621619462
"Centrale","Blitta","Blitta 1","Doufouli","CEG Doufouli","Collège",TRUE,TRUE,0.923952769907173,8.30987801797567
"Centrale","Blitta","Blitta 1","Doufouli","JEP Amalakle","Préscolaire",TRUE,FALSE,0.926480985217016,8.31892573893781
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPC Soussoukparovi","Primaire",TRUE,TRUE,1.04047505113547,8.01126453835155
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Tchare-baou","Primaire",TRUE,FALSE,1.02097308225406,8.06466996383066
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Afima","Primaire",TRUE,TRUE,1.03078319139768,8.10038389717931
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEP Afima","Préscolaire",TRUE,FALSE,1.03097278747446,8.10024764099808
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Soussoukparogan","Primaire",TRUE,TRUE,1.03462276042557,8.02748555198951
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEP Soussoukparogan","Préscolaire",TRUE,FALSE,1.03491104185046,8.02741273521423
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Kadanga","Primaire",FALSE,TRUE,1.04958941826717,8.0834824327714
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPC Dakrokossou","Primaire",FALSE,TRUE,1.03856690652799,8.00459173203629
"Centrale","Blitta","Blitta 2","Tcharè-Baou","CEG Dakrokonsou","Collège",TRUE,TRUE,1.03894,8.00319833333333
"Centrale","Blitta","Blitta 2","Tcharè-Baou","CEG Tchare-baou","Collège",TRUE,TRUE,1.02018694805753,8.05160410266313
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEP Tchare Baou","Préscolaire",TRUE,FALSE,1.02112362775517,8.06470740248914
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Tchare-gnama","Primaire",TRUE,FALSE,1.00283819511633,8.08195397749055
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Tchare-baou-plateau","Primaire",TRUE,FALSE,1.02220591805935,8.06898350004932
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEP Tchare-baou-plateau","Préscolaire",TRUE,FALSE,1.02245619606371,8.06890373563334
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPC Pakoute","Primaire",FALSE,FALSE,1.04495264978303,7.96420331668411
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPC Atikpaï-losso","Primaire",TRUE,TRUE,1.05232984225541,8.05345803733222
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPC Tchare-baou","Primaire",FALSE,TRUE,1.02227243131113,8.05619103488589
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEC Atikpaï-losso","Préscolaire",FALSE,FALSE,1.05201244681798,8.05331276863305
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Adewi Cope","Primaire",FALSE,FALSE,1.13388407272046,8.10171935824529
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Atikpai Akata","Primaire",TRUE,FALSE,1.12863054316325,8.08603772922836
"Centrale","Blitta","Blitta 2","Tcharè-Baou","EPP Fawiye Cope","Primaire",TRUE,FALSE,1.11609936182427,8.10116353113658
"Centrale","Blitta","Blitta 2","Tcharè-Baou","CEG Atikpai","Collège",TRUE,FALSE,1.14166333333333,8.08846666666667
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEP Atikpai Akata","Préscolaire",TRUE,FALSE,1.128755,8.08539833333333
"Centrale","Blitta","Blitta 2","Tcharè-Baou","JEP Fawiye Cope","Préscolaire",TRUE,FALSE,1.11627730066789,8.10145637691195
"Savanes","Tône","Tône 3","Warkambou","EPP Bokte","Primaire",TRUE,FALSE,-0.0494866052755677,10.7787680779628
"Centrale","Blitta","Blitta 3","Tintchro","EPC Tintchro","Primaire",FALSE,TRUE,0.770245051459552,8.07870145727386
"Centrale","Blitta","Blitta 2","Koffiti","JEP Agbandao","Préscolaire",TRUE,FALSE,1.18745392492651,8.06491393196183
"Centrale","Blitta","Blitta 2","Koffiti","EPP Yaokpo","Primaire",TRUE,TRUE,1.14363920033744,8.0060890396461
"Centrale","Blitta","Blitta 2","Koffiti","EPP Tchihe","Primaire",TRUE,FALSE,1.11666521799049,7.99957453938843
"Centrale","Blitta","Blitta 2","Koffiti","EPP Tela Cope","Primaire",TRUE,TRUE,1.11403168442742,8.07086248614545
"Centrale","Blitta","Blitta 2","Koffiti","EPP Matekpo","Primaire",TRUE,TRUE,1.14791575579253,8.0666198376664
"Centrale","Blitta","Blitta 2","Koffiti","EPP Babame","Primaire",TRUE,TRUE,1.17769413055443,8.01294637175632
"Centrale","Blitta","Blitta 2","Langabou","EPP Djanta Cope","Primaire",TRUE,TRUE,1.10697041439078,8.18606031339533
"Savanes","Tône","Tône 3","Warkambou","JEP Nabonga","Préscolaire",TRUE,FALSE,-0.0331741570575014,10.7848603592051
"Centrale","Blitta","Blitta 2","Koffiti","EPC Koulan","Primaire",FALSE,TRUE,1.1086431486237,8.03675513319125
"Centrale","Blitta","Blitta 2","Koffiti","EPP Agbandao","Primaire",TRUE,FALSE,1.18731608718358,8.06480083060399
"Centrale","Blitta","Blitta 2","Koffiti","EPP Malomi","Primaire",TRUE,TRUE,1.18120605445668,8.021077511772
"Centrale","Blitta","Blitta 2","Koffiti","JEP Babame","Préscolaire",TRUE,TRUE,1.17781256986262,8.01298975131732
"Centrale","Blitta","Blitta 2","Koffiti","EPP Edomi","Primaire",TRUE,TRUE,1.12094263913381,8.05467866657798
"Centrale","Blitta","Blitta 3","Atchintsè","JEP Atchintse Ga","Préscolaire",TRUE,TRUE,0.682799448430434,8.0269040832027
"Centrale","Blitta","Blitta 2","Langabou","EPP Etou-cope","Primaire",FALSE,FALSE,1.247645,8.08712333333333
"Centrale","Blitta","Blitta 2","Koffiti","CEG Koffiti","Collège",TRUE,TRUE,1.16113508826876,8.04664971561338
"Centrale","Blitta","Blitta 2","Koffiti","JEDIL Samoure-kondji","Préscolaire",TRUE,FALSE,1.15420156854446,8.05233811639676
"Centrale","Blitta","Blitta 2","Koffiti","CEG Babame","Collège",FALSE,FALSE,1.17824572154108,8.0122290385941
"Centrale","Blitta","Blitta 2","Koffiti","JEP Koffiti Gb","Préscolaire",TRUE,FALSE,1.156833940277,8.04289497844916
"Centrale","Blitta","Blitta 2","Koffiti","JEP Tchihe","Préscolaire",TRUE,FALSE,1.11617149587106,7.99891103986697
"Centrale","Blitta","Blitta 2","Koffiti","EPP Koffiti Gb","Primaire",TRUE,FALSE,1.15672131677824,8.04268562028409
"Centrale","Blitta","Blitta 2","Koffiti","EPP Samoure-kondji","Primaire",TRUE,FALSE,1.15438438778104,8.05233075652944
"Centrale","Blitta","Blitta 2","Koffiti","EPP Koffiti Ga","Primaire",TRUE,TRUE,1.1614444697904,8.0451403031852
"Centrale","Blitta","Blitta 2","Koffiti","EPP Edjare-cope","Primaire",TRUE,TRUE,1.12615685312301,7.97957490004355
"Centrale","Blitta","Blitta 2","Koffiti","JEP Matekpo","Préscolaire",TRUE,FALSE,1.14814710408618,8.06589701500517
"Centrale","Blitta","Blitta 2","Koffiti","JEP Koffiti Ga.","Préscolaire",TRUE,FALSE,1.16127162502032,8.04545307411614
"Centrale","Blitta","Blitta 2","Koffiti","JEP Edjare-cope","Préscolaire",TRUE,FALSE,1.12661862053526,7.97972821711092
"Centrale","Blitta","Blitta 2","Koffiti","CPL Fondation Trump","Collège",FALSE,FALSE,1.11114905923125,8.04108533688326
"Centrale","Blitta","Blitta 2","Langabou","EPP Tale","Primaire",TRUE,TRUE,1.2005328234068,8.18127617572658
"Centrale","Blitta","Blitta 2","Langabou","JEP Assouma-kondji","Préscolaire",TRUE,FALSE,1.13870661968862,8.1830016840348
"Centrale","Blitta","Blitta 2","Langabou","EPP Assouma-kondji Gc","Primaire",FALSE,TRUE,1.13758733023725,8.16929473546631
"Centrale","Blitta","Blitta 2","Langabou","JEP Tale","Préscolaire",TRUE,FALSE,1.20063492638442,8.18141130393585
"Centrale","Blitta","Blitta 2","Langabou","JEP Assouma Kondji Gc","Préscolaire",TRUE,FALSE,1.13747786853952,8.16979346847894
"Centrale","Blitta","Blitta 2","Langabou","CEG Assouma Kondji","Collège",TRUE,FALSE,1.14101052463494,8.17583613373447
"Centrale","Blitta","Blitta 2","Langabou","EPP Ayekpada","Primaire",TRUE,TRUE,1.24075671526478,8.04034393162561
"Centrale","Blitta","Blitta 2","Langabou","JEP Tchrami","Préscolaire",TRUE,FALSE,1.19535200090059,8.14807084323902
"Centrale","Blitta","Blitta 2","Langabou","EPP Amougble","Primaire",TRUE,TRUE,1.19838465354366,8.10474965935919
"Centrale","Blitta","Blitta 2","Langabou","EPP Langabou","Primaire",TRUE,TRUE,1.13587778351059,8.1234688413846
"Centrale","Blitta","Blitta 2","Langabou","JEP Alomagni","Préscolaire",TRUE,FALSE,1.10286981770551,8.13440830580127
"Centrale","Blitta","Blitta 2","Langabou","EPP Tchrami","Primaire",TRUE,TRUE,1.1958828311617,8.14713394701599
"Centrale","Blitta","Blitta 2","Langabou","JEP Langabou Zongo","Préscolaire",TRUE,FALSE,1.1315535927687,8.1234646834359
"Centrale","Blitta","Blitta 2","Langabou","EPP Anago Cope","Primaire",TRUE,FALSE,1.22610706571375,8.14964395150921
"Centrale","Blitta","Blitta 2","Langabou","EPP Kporodji Gb","Primaire",FALSE,FALSE,1.21707006951697,8.11101117514338
"Centrale","Blitta","Blitta 2","Langabou","EPP Taki- Konddji Solidarite","Primaire",FALSE,TRUE,1.17223365781263,8.11334095766223
"Centrale","Blitta","Blitta 2","Langabou","EPL CS La Providence","Primaire",FALSE,FALSE,1.13375186617024,8.12271175163436
"Centrale","Blitta","Blitta 2","Langabou","EPP Kporodji Ga","Primaire",FALSE,FALSE,1.21712479684359,8.11101647282644
"Centrale","Tchaoudjo","Tchaoudjo 1","Sokodè (Komah)","Complexe Scolaire Daroul Ouloum College","Collège",FALSE,FALSE,1.12490841750042,9.00232342945474
"Centrale","Blitta","Blitta 2","Langabou","EPP Langabou-zongo","Primaire",TRUE,TRUE,1.13162185087054,8.12290863842256
"Centrale","Blitta","Blitta 2","Langabou","EPP Kabye Kope","Primaire",TRUE,TRUE,1.07553567282943,8.14555358903644
"Centrale","Sotouboua","Sotouboua 2","Séssaro","JEP Kassikide","Préscolaire",TRUE,FALSE,1.22584816800028,8.61018934635494
"Centrale","Blitta","Blitta 2","Langabou","JEP Kabye Kope","Préscolaire",TRUE,FALSE,1.0757738576579,8.1455068906569
"Centrale","Blitta","Blitta 2","Langabou","CEGIL Kporodji","Collège",FALSE,TRUE,1.206385,8.11408000000001
"Centrale","Blitta","Blitta 2","Agbandi","EPP Solingobou","Primaire",TRUE,FALSE,1.22354773237143,8.19511468289864
"Centrale","Blitta","Blitta 2","Agbandi","EPP Toule Mono","Primaire",TRUE,TRUE,1.21705820206798,8.27086629082359
"Centrale","Blitta","Blitta 2","Agbandi","EPP Wissan","Primaire",TRUE,TRUE,1.22121535409425,8.22503005520922
"Centrale","Blitta","Blitta 2","Agbandi","EPP Agbandi Mono","Primaire",TRUE,FALSE,1.22591892762044,8.25154984335176
"Centrale","Blitta","Blitta 2","Agbandi","JEP Wissan","Préscolaire",TRUE,FALSE,1.22097708038989,8.22478511483369
"Centrale","Blitta","Blitta 2","Agbandi","JEP Solingobou","Préscolaire",TRUE,FALSE,1.22377134663562,8.19494631670982
"Centrale","Blitta","Blitta 2","Agbandi","EPP Tale-mono","Primaire",TRUE,FALSE,1.24609614807725,8.17110673324762
"Centrale","Blitta","Blitta 2","Agbandi","EPP Along-mono","Primaire",TRUE,FALSE,1.25392726977036,8.20428520432305
"Centrale","Blitta","Blitta 2","Agbandi","JEP Talkate-cope","Préscolaire",TRUE,TRUE,1.0599552682924,8.22659557083907
"Centrale","Blitta","Blitta 2","Agbandi","EPP Talkate-cope","Primaire",TRUE,TRUE,1.06018078604543,8.22649095905495
"Centrale","Blitta","Blitta 2","Agbandi","CPL La Creativite","Collège",FALSE,FALSE,1.13547333333333,8.22225333333332
"Centrale","Blitta","Blitta 2","Agbandi","EPC Agbandi","Primaire",FALSE,FALSE,1.13718133051188,8.22272823893843
"Centrale","Blitta","Blitta 2","Agbandi","JEC Agbandi","Préscolaire",FALSE,FALSE,1.13745316788783,8.22276329178136
"Centrale","Blitta","Blitta 2","Agbandi","JEP Agbandi","Préscolaire",TRUE,FALSE,1.13595843198051,8.22734190216248
"Centrale","Blitta","Blitta 2","Agbandi","EPL La Creativite","Primaire",FALSE,FALSE,1.13547145499889,8.22203042153407
"Centrale","Blitta","Blitta 2","Agbandi","EPP Awaga","Primaire",FALSE,FALSE,1.1678825187253,8.21976510035633
"Centrale","Blitta","Blitta 2","Agbandi","EPP Agbandi Marche","Primaire",TRUE,FALSE,1.13555422354609,8.22046422818636
"Centrale","Blitta","Blitta 2","Agbandi","EPP Djato Cope","Primaire",TRUE,TRUE,1.16229696115134,8.2068387394002
"Centrale","Blitta","Blitta 2","Agbandi","JEP Djato Cope","Préscolaire",TRUE,TRUE,1.16222996982629,8.20668595922536
"Centrale","Blitta","Blitta 2","Agbandi","EPP Toule 2","Primaire",TRUE,TRUE,1.15979622268632,8.27717865457312
"Centrale","Blitta","Blitta 2","Agbandi","EPP Diguina","Primaire",TRUE,TRUE,1.09814670272744,8.2404825129419
"Centrale","Blitta","Blitta 2","Agbandi","JEP Agbandi Marche","Préscolaire",TRUE,FALSE,1.13573721320068,8.2200957882435
"Centrale","Blitta","Blitta 2","Agbandi","CEG Agbandi","Collège",TRUE,TRUE,1.13815666666667,8.22011666666666
"Centrale","Blitta","Blitta 2","Agbandi","JEP Diguina","Préscolaire",TRUE,FALSE,1.09787425378639,8.24070368181911
"Centrale","Blitta","Blitta 2","Agbandi","EPP Agbandi-zongo","Primaire",TRUE,TRUE,1.130511839393,8.22879974187245
"Centrale","Blitta","Blitta 2","Agbandi","JEP Agbandi-zongo","Préscolaire",TRUE,FALSE,1.13043735645109,8.22882815875019
"Centrale","Blitta","Blitta 2","Agbandi","JEP Salifou-cope","Préscolaire",TRUE,FALSE,1.19483652300008,8.23657936754544
"Centrale","Blitta","Blitta 2","Agbandi","EPAD La Grace De Agbandi","Primaire",FALSE,FALSE,1.13610566266342,8.21844623172207
"Centrale","Blitta","Blitta 2","Agbandi","EPP Dogo-cope","Primaire",TRUE,FALSE,1.08168819126086,8.23537607115536
"Centrale","Blitta","Blitta 2","Agbandi","JEad La Grace De Agbandi","Préscolaire",FALSE,FALSE,1.1361948425075,8.21843090357943
"Centrale","Blitta","Blitta 2","Agbandi","EPP Agbandi Groupe A","Primaire",TRUE,FALSE,1.13581265689558,8.22679097852659
"Centrale","Blitta","Blitta 2","Agbandi","EPP Salifou-cope","Primaire",TRUE,TRUE,1.19493865232417,8.23665237883606
"Centrale","Blitta","Blitta 2","Agbandi","EPP Agbandi Groupe B","Primaire",TRUE,TRUE,1.13605345661,8.22748395200098
"Centrale","Blitta","Blitta 2","Agbandi","EPP Asouma-kondji B","Primaire",TRUE,TRUE,1.14037708139129,8.19493523429191
"Centrale","Blitta","Blitta 2","Agbandi","JEP Assouma-kondji B","Préscolaire",TRUE,FALSE,1.14045192029956,8.19484648521701
"Centrale","Blitta","Blitta 3","Tintchro","EDIL Avegame","Primaire",FALSE,FALSE,0.742978248689044,8.11456491526383
"Centrale","Blitta","Blitta 3","Tintchro","JEP N'kengbe","Préscolaire",TRUE,FALSE,0.772498016664207,8.12860535469705
"Centrale","Blitta","Blitta 3","Tintchro","EPP N'kengbe","Primaire",FALSE,FALSE,0.772929552548561,8.12869085915119
"Centrale","Blitta","Blitta 3","Tintchro","EPP Talabou","Primaire",TRUE,FALSE,0.713484935670625,8.06233974677433
"Centrale","Blitta","Blitta 3","Tintchro","EPP Lalamila","Primaire",TRUE,TRUE,0.789536147442267,8.13903529019466
"Centrale","Blitta","Blitta 3","Tintchro","JEP Tintchro","Préscolaire",TRUE,FALSE,0.762294274301429,8.08559690052247
"Centrale","Blitta","Blitta 3","Tintchro","JEP Lalamila","Préscolaire",TRUE,FALSE,0.789430848489901,8.13909662734005
"Centrale","Blitta","Blitta 3","Tintchro","JEP Talabou","Préscolaire",TRUE,FALSE,0.713362257614542,8.06239243902234
"Centrale","Blitta","Blitta 3","Tintchro","EPL JEsus Est La Solution","Primaire",FALSE,FALSE,0.761688959350872,8.07214755809664
"Centrale","Blitta","Blitta 3","Tintchro","CEG Tintchro","Collège",FALSE,TRUE,0.753312446263023,8.07905135046359
"Centrale","Blitta","Blitta 3","Tintchro","EPP N'konkoa-elavagnon","Primaire",TRUE,TRUE,0.734931681012514,8.13260889333929
"Centrale","Blitta","Blitta 3","Tintchro","JEC Tintchro","Préscolaire",FALSE,FALSE,0.769875771048091,8.07865328401637
"Centrale","Blitta","Blitta 3","Welly","EPP Agboloukoutou Gnankpo","Primaire",TRUE,FALSE,0.858001927758342,8.00144233500958
"Centrale","Blitta","Blitta 3","Welly","JEP Agboloukoutou Gnankpo","Préscolaire",TRUE,FALSE,0.857994532891965,8.00139376955475
"Centrale","Blitta","Blitta 3","Welly","EPP Welly","Primaire",TRUE,TRUE,0.877833097435878,8.08125381533134
"Centrale","Blitta","Blitta 3","Welly","EPP Okou Cope","Primaire",TRUE,TRUE,0.903896372793992,8.10577097821336
"Centrale","Blitta","Blitta 3","Welly","EPP Touyeda","Primaire",TRUE,TRUE,0.893318207092899,8.06237023695765
"Centrale","Blitta","Blitta 3","Welly","EPP Tchokoroko","Primaire",TRUE,FALSE,0.915627159552749,8.07742314936737
"Centrale","Blitta","Blitta 3","Welly","JEP Welly Plateau","Préscolaire",TRUE,FALSE,0.883369126686434,8.07130810619966
"Centrale","Blitta","Blitta 3","Welly","EPP Natchevi","Primaire",TRUE,FALSE,0.885638979149321,8.09217951505139
"Centrale","Blitta","Blitta 3","Welly","JEP Natchevi","Préscolaire",TRUE,FALSE,0.88580243119034,8.09210650055196
"Centrale","Blitta","Blitta 3","Welly","JEP Welly","Préscolaire",TRUE,FALSE,0.877993516294401,8.08185974008931
"Centrale","Blitta","Blitta 3","Welly","JEP Tchokoroko","Préscolaire",TRUE,FALSE,0.916364102122061,8.07716806805857
"Centrale","Blitta","Blitta 3","Welly","CEG Welly","Collège",TRUE,TRUE,0.88171193093671,8.07142503042767
"Centrale","Blitta","Blitta 3","Welly","EPC Lakougnon Cope","Primaire",TRUE,TRUE,1.01800753690494,8.00592751505973
"Centrale","Blitta","Blitta 3","Welly","EPP Batokitetou Cope","Primaire",TRUE,FALSE,0.992238321202704,8.05123472149902
"Centrale","Blitta","Blitta 3","Welly","EPP Kouka","Primaire",TRUE,FALSE,0.863211057021815,8.04413346441539
"Centrale","Blitta","Blitta 3","Welly","EDIL Kabassim","Primaire",FALSE,FALSE,0.995123333333332,8.01674333333333
"Centrale","Blitta","Blitta 3","Welly","EPP Katakpa","Primaire",TRUE,TRUE,0.851265624734114,8.07047857525034
"Centrale","Blitta","Blitta 3","Welly","JEP Kouka","Préscolaire",TRUE,FALSE,0.863160110063504,8.04416143027078
"Centrale","Blitta","Blitta 3","Welly","EPP Landro Cope","Primaire",TRUE,TRUE,1.00299833333333,7.97650666666667
"Centrale","Blitta","Blitta 3","Welly","EPP Welly Plateau","Primaire",TRUE,FALSE,0.883645196484986,8.071563269068
"Centrale","Blitta","Blitta 3","Welly","EPP Soumdina","Primaire",TRUE,FALSE,0.945489392604884,8.09698325821954
"Centrale","Blitta","Blitta 3","Welly","JEP Touyeda","Préscolaire",TRUE,FALSE,0.893553742982803,8.06268373168416
"Centrale","Blitta","Blitta 3","Welly","JEP Batokitetou Cope","Préscolaire",TRUE,FALSE,0.992041103719844,8.05128832656342
"Centrale","Blitta","Blitta 3","Welly","EPP Egloude-datcha","Primaire",TRUE,FALSE,0.939382025563003,8.04920310336215
"Centrale","Blitta","Blitta 3","Tchifama","CS La Licorne Lycée","Lycée",FALSE,FALSE,0.80861565181746,8.20388945067081
"Centrale","Blitta","Blitta 3","Welly","CS La Lumiere De Datcha Lycée","Lycée",FALSE,FALSE,0.947565224429551,8.03955854459658
"Centrale","Blitta","Blitta 3","Welly","EPP Agoli-bouraïma","Primaire",TRUE,FALSE,0.955843183032732,8.01052507778611
"Centrale","Blitta","Blitta 3","Welly","JEP Egloude-datcha","Préscolaire",TRUE,FALSE,0.94012130065751,8.04918277382829
"Centrale","Blitta","Blitta 3","Pagala-Village","CEG Pagala-village","Collège",TRUE,TRUE,0.873071951522427,8.21408080113219
"Centrale","Blitta","Blitta 3","Pagala-Village","EPP Pagala-tomegbe Ga","Primaire",TRUE,TRUE,0.886394277215802,8.2131162421122
"Centrale","Blitta","Blitta 3","Pagala-Village","EPP Diguina-anamagne","Primaire",TRUE,TRUE,0.895236969699597,8.2073883353445
"Centrale","Blitta","Blitta 3","Pagala-Village","EPC Pagala-village","Primaire",FALSE,TRUE,0.879731676675217,8.21400778019895
